id,age,sex_label,education_label,marriage_label,limit_bal,utilization,max_delay,n_months_delayed,delay_trend,default_next_month
12795,31,Male,Graduate school,Single,190000,0.0,0,0,-2,1
12796,43,Female,Graduate school,Married,180000,0.0268,-1,0,0,0
12797,28,Male,High school,Single,20000,0.2826,2,2,1,1
12798,29,Male,University,Single,450000,0.1149,0,0,0,0
12799,30,Female,Graduate school,Single,100000,1.0503,2,2,1,0
12800,26,Male,University,Single,80000,0.8524,0,0,1,0
12801,36,Male,High school,Single,10000,0.647,2,1,0,1
12802,22,Female,University,Single,20000,0.255,0,0,0,0
12803,53,Female,University,Married,260000,0.4543,2,6,-1,1
12804,52,Male,High school,Married,150000,0.5921,0,0,0,1
12805,34,Female,Graduate school,Single,500000,0.0393,-2,0,0,0
12806,46,Female,Graduate school,Married,110000,0.0067,-1,0,0,0
12807,32,Male,University,Married,160000,0.5823,0,0,0,0
12808,36,Female,University,Single,200000,0.6585,0,0,0,0
12809,45,Female,Graduate school,Married,190000,0.3987,2,2,1,0
12810,28,Female,Graduate school,Single,180000,0.0465,-1,0,1,1
12811,25,Female,Graduate school,Single,50000,0.5559,3,6,-1,1
12812,54,Male,High school,Married,100000,0.4604,5,3,-3,0
12813,29,Female,University,Single,130000,0.993,3,6,-1,1
12814,58,Male,University,Married,120000,0.0033,-1,0,0,0
12815,37,Female,High school,Single,340000,0.8529,0,0,0,0
12816,22,Male,University,Single,20000,0.9922,0,0,0,0
12817,34,Male,University,Married,30000,0.9631,0,0,0,1
12818,44,Male,University,Married,250000,0.0184,0,0,1,0
12819,25,Female,University,Single,70000,1.007,2,2,0,0
12820,47,Female,University,Others,50000,0.7455,2,5,2,0
12821,60,Male,Graduate school,Married,280000,0.0028,-2,0,0,0
12822,46,Female,University,Married,500000,0.0018,0,0,-1,0
12823,50,Female,University,Married,140000,0.9727,2,6,-1,0
12824,31,Female,University,Single,200000,0.9635,0,0,0,0
12825,36,Male,University,Married,50000,0.048,7,6,-5,1
12826,58,Male,Graduate school,Married,320000,0.0012,2,1,0,0
12827,59,Female,High school,Married,50000,0.8995,2,2,1,0
12828,49,Male,University,Others,30000,0.4313,0,0,0,0
12829,25,Female,Graduate school,Single,100000,1.0,2,2,4,0
12830,44,Male,University,Single,340000,0.9619,0,0,0,1
12831,38,Female,University,Married,350000,0.0218,-1,0,0,0
12832,24,Male,University,Single,20000,0.2064,2,4,0,1
12833,26,Male,Graduate school,Single,110000,1.0084,0,0,0,0
12834,29,Female,University,Single,290000,0.9135,0,0,0,0
12835,26,Male,University,Single,40000,0.283,2,6,-1,1
12836,39,Male,Others,Married,120000,0.9554,2,1,3,1
12837,55,Male,Graduate school,Married,190000,0.0312,-1,0,0,0
12838,23,Female,University,Single,150000,0.768,0,0,0,0
12839,42,Female,Graduate school,Single,300000,0.0212,0,0,1,0
12840,32,Female,University,Married,240000,0.222,0,0,0,0
12841,33,Female,University,Married,60000,1.0016,2,1,2,1
12842,29,Male,University,Single,150000,0.3441,0,0,-1,0
12843,47,Female,High school,Single,80000,2.0,-1,0,-1,0
12844,43,Female,University,Married,160000,0.0351,-1,0,0,0
12845,30,Male,Graduate school,Married,200000,0.9117,0,0,0,0
12846,42,Male,University,Married,90000,1.0641,2,5,2,0
12847,38,Male,University,Married,360000,0.0,1,1,3,0
12848,38,Female,University,Married,350000,0.0128,-1,0,0,0
12849,51,Female,High school,Married,30000,0.5818,0,0,0,0
12850,23,Male,High school,Single,40000,0.3761,0,0,2,0
12851,24,Male,University,Single,160000,0.0278,0,0,-1,0
12852,40,Male,University,Single,200000,0.0841,2,1,-2,0
12853,33,Male,Graduate school,Single,330000,0.6771,0,0,0,0
12854,47,Male,Graduate school,Married,500000,0.0145,2,1,0,0
12855,28,Female,University,Married,500000,0.1355,0,0,-2,0
12856,54,Female,Graduate school,Married,460000,0.0166,-1,0,0,0
12857,27,Female,Graduate school,Single,120000,0.0546,2,1,0,0
12858,45,Female,University,Married,130000,0.0076,2,1,3,0
12859,22,Male,Graduate school,Single,20000,0.3634,0,0,-1,0
12860,41,Male,Graduate school,Married,170000,0.882,0,0,0,0
12861,29,Female,Graduate school,Married,50000,0.9661,0,0,0,0
12862,36,Male,University,Married,50000,0.0716,0,0,-1,1
12863,43,Male,High school,Married,50000,0.3423,0,0,0,0
12864,36,Female,Graduate school,Single,220000,0.0593,2,1,0,0
12865,38,Female,High school,Single,260000,0.1186,0,0,0,0
12866,54,Female,Graduate school,Married,500000,0.8577,0,0,0,0
12867,25,Female,University,Single,20000,1.0098,0,0,0,0
12868,40,Male,High school,Single,20000,0.2972,2,1,2,1
12869,25,Male,University,Single,80000,0.5639,0,0,1,0
12870,35,Male,University,Married,500000,0.0046,-2,0,0,0
12871,27,Male,Graduate school,Single,160000,0.001,-1,0,1,1
12872,27,Male,University,Single,200000,0.0397,0,0,2,0
12873,34,Female,Graduate school,Married,50000,0.8596,0,0,0,0
12874,25,Male,University,Single,20000,0.9896,0,0,0,1
12875,38,Female,University,Married,170000,0.8619,0,0,0,0
12876,23,Male,Graduate school,Single,10000,0.078,2,1,1,1
12877,28,Female,High school,Single,20000,0.9554,6,6,-2,1
12878,29,Female,University,Single,150000,0.0167,2,2,-3,0
12879,47,Female,Graduate school,Married,470000,0.9512,2,1,-2,0
12880,32,Female,Graduate school,Married,200000,0.1808,0,0,1,0
12881,27,Female,Graduate school,Single,130000,0.2067,0,0,1,0
12882,40,Female,High school,Single,70000,0.1846,2,1,0,0
12883,34,Female,University,Married,270000,0.5926,0,0,0,0
12884,27,Male,High school,Single,150000,0.3826,2,1,-1,1
12885,41,Female,Graduate school,Married,240000,0.0368,2,2,3,0
12886,60,Female,University,Married,100000,0.0,-1,0,-1,0
12887,40,Male,Graduate school,Married,200000,0.0338,-1,0,0,1
12888,33,Male,Graduate school,Single,220000,0.1032,0,0,0,0
12889,69,Male,High school,Married,70000,0.1653,2,2,1,1
12890,44,Male,University,Single,260000,0.3814,0,0,0,0
12891,29,Female,Graduate school,Single,180000,0.7489,0,0,0,0
12892,35,Female,High school,Single,210000,0.0094,-2,0,0,0
12893,36,Female,University,Married,130000,0.7575,2,2,1,0
12894,39,Female,University,Married,320000,0.4608,0,0,0,0
12895,27,Female,University,Single,30000,0.0491,2,1,3,1
12896,25,Female,University,Single,50000,1.0097,0,0,0,0
12897,27,Female,University,Single,380000,0.0116,0,0,0,0
12898,22,Female,University,Single,20000,0.3322,3,3,0,1
12899,31,Male,University,Single,50000,0.9961,2,1,3,0
12900,28,Female,Graduate school,Single,140000,0.0606,-1,0,1,0
12901,46,Female,High school,Married,150000,0.0,1,1,3,1
12902,36,Male,Graduate school,Single,370000,0.8045,0,0,0,1
12903,41,Female,Graduate school,Married,100000,0.9683,0,0,1,0
12904,27,Male,High school,Single,100000,0.9875,0,0,0,0
12905,29,Male,University,Married,50000,0.655,3,3,3,1
12906,33,Female,Graduate school,Single,400000,0.0014,2,1,0,0
12907,43,Female,Graduate school,Married,250000,0.1368,-2,0,0,0
12908,45,Female,High school,Married,150000,0.0,1,1,1,0
12909,37,Male,High school,Single,120000,0.9807,2,6,0,1
12910,31,Female,Graduate school,Single,260000,0.451,0,0,0,0
12911,23,Female,University,Single,90000,0.895,0,0,0,0
12912,39,Male,Graduate school,Married,130000,0.003,2,1,3,0
12913,29,Female,University,Single,50000,0.9275,2,4,1,1
12914,29,Female,University,Married,120000,1.0534,2,2,1,1
12915,33,Male,High school,Single,140000,0.0034,-1,0,0,0
12916,34,Female,Graduate school,Single,170000,1.0123,0,0,0,0
12917,31,Female,High school,Single,330000,0.0166,-1,0,0,0
12918,33,Male,University,Married,210000,0.0,-1,0,-1,1
12919,39,Male,Graduate school,Married,300000,0.0915,2,2,-2,1
12920,39,Female,University,Married,130000,0.7215,0,0,0,0
12921,29,Female,Graduate school,Single,360000,0.076,0,0,0,0
12922,26,Male,University,Single,150000,0.2506,2,2,2,0
12923,33,Female,University,Single,90000,0.6819,2,4,0,1
12924,61,Female,Graduate school,Married,260000,0.0,1,1,3,0
12925,21,Female,High school,Married,30000,1.0726,4,3,4,1
12926,45,Female,University,Married,80000,0.9944,0,0,0,0
12927,33,Female,Graduate school,Married,500000,0.0007,-2,0,0,0
12928,33,Female,University,Married,20000,0.6932,0,0,2,0
12929,36,Male,High school,Single,60000,0.5727,0,0,0,0
12930,37,Male,University,Single,210000,0.0745,0,0,0,0
12931,24,Male,Graduate school,Single,50000,0.5919,2,4,-2,1
12932,32,Male,University,Single,350000,0.6515,0,0,0,0
12933,37,Male,University,Single,200000,0.0,1,1,3,0
12934,28,Female,Graduate school,Single,280000,0.1837,0,0,1,0
12935,41,Male,Graduate school,Married,230000,0.0067,-2,0,0,0
12936,35,Female,Graduate school,Married,200000,0.9772,2,1,2,1
12937,32,Female,Graduate school,Married,220000,0.9218,2,6,-1,0
12938,30,Female,University,Single,160000,0.0036,-1,0,0,0
12939,29,Female,University,Single,200000,0.9001,0,0,0,0
12940,45,Female,University,Married,60000,0.9494,0,0,0,0
12941,33,Female,High school,Married,60000,0.9594,0,0,0,0
12942,36,Male,Graduate school,Married,380000,0.0738,-1,0,0,0
12943,38,Male,Graduate school,Married,240000,0.0,1,1,2,0
12944,30,Female,University,Single,70000,0.2823,0,0,0,0
12945,33,Female,High school,Married,180000,0.9451,0,0,0,0
12946,42,Female,University,Single,150000,0.0187,-1,0,0,0
12947,34,Male,Graduate school,Single,140000,0.8903,2,6,0,1
12948,25,Male,University,Single,200000,0.535,0,0,0,1
12949,24,Female,Graduate school,Single,130000,0.976,2,1,2,1
12950,30,Female,University,Married,180000,0.0264,0,0,0,0
12951,30,Female,University,Single,50000,0.0833,-1,0,0,0
12952,24,Female,University,Single,80000,0.0,1,1,3,0
12953,23,Female,University,Married,40000,0.7943,3,5,2,0
12954,36,Female,Graduate school,Married,210000,0.0008,-2,0,0,0
12955,29,Female,Graduate school,Single,150000,0.0037,0,0,0,0
12956,62,Female,Graduate school,Single,280000,0.0089,2,6,0,1
12957,28,Male,University,Single,100000,1.8076,0,0,1,0
12958,33,Male,University,Married,100000,0.6639,2,1,2,1
12959,23,Male,High school,Single,50000,0.2349,2,1,2,1
12960,25,Female,High school,Married,150000,0.1988,0,0,0,0
12961,40,Male,Graduate school,Single,20000,1.0162,0,0,0,0
12962,50,Female,Graduate school,Married,270000,0.005,-1,0,0,0
12963,28,Female,University,Married,20000,0.0195,2,1,3,1
12964,28,Female,Graduate school,Single,50000,0.6804,2,1,2,1
12965,53,Male,University,Married,250000,0.7101,2,1,0,0
12966,33,Female,Graduate school,Single,80000,0.752,0,0,0,0
12967,40,Male,University,Married,400000,1.0134,7,6,5,1
12968,35,Male,Graduate school,Single,50000,0.4116,2,2,1,0
12969,53,Female,University,Married,50000,0.1412,-1,0,0,0
12970,34,Female,Graduate school,Married,50000,0.9827,2,1,0,0
12971,44,Female,University,Married,280000,1.024,0,0,0,0
12972,29,Female,Graduate school,Single,240000,0.0002,-1,0,0,1
12973,27,Female,University,Married,30000,0.6398,2,4,2,1
12974,29,Male,Graduate school,Single,250000,0.0021,-1,0,0,0
12975,55,Female,Graduate school,Others,150000,0.0019,2,1,-3,0
12976,23,Female,University,Single,60000,0.4734,0,0,0,0
12977,35,Male,University,Married,50000,0.0,1,1,3,0
12978,33,Male,University,Married,160000,0.6393,2,1,0,0
12979,44,Male,University,Married,100000,0.1112,2,1,1,0
12980,31,Male,Graduate school,Single,70000,0.961,2,1,0,0
12981,35,Female,University,Single,200000,0.0085,-1,0,1,0
12982,51,Female,Graduate school,Single,500000,0.0004,-1,0,0,0
12983,28,Female,Graduate school,Single,180000,0.021,2,3,1,0
12984,31,Male,Graduate school,Single,30000,0.9466,0,0,0,0
12985,51,Male,Graduate school,Married,360000,0.9811,0,0,0,0
12986,36,Male,Graduate school,Single,150000,0.6381,0,0,0,0
12987,26,Male,University,Single,80000,1.0158,2,1,2,1
12988,25,Female,Graduate school,Single,150000,0.1699,0,0,2,0
12989,50,Male,University,Married,230000,0.0938,-2,0,0,0
12990,36,Female,University,Single,100000,0.1489,-1,0,1,0
12991,36,Female,High school,Married,60000,0.9548,2,4,1,1
12992,23,Male,Graduate school,Single,50000,0.5954,0,0,0,0
12993,22,Male,University,Single,20000,0.6276,3,4,3,1
12994,30,Female,Graduate school,Single,290000,0.0019,-1,0,0,0
12995,29,Male,Graduate school,Single,110000,0.9931,0,0,0,0
12996,22,Female,University,Single,50000,0.4492,0,0,0,0
12997,43,Female,University,Married,230000,0.9688,2,3,2,1
12998,30,Male,University,Single,50000,0.004,2,5,4,1
12999,26,Female,University,Single,150000,0.0613,0,0,1,0
13000,40,Male,University,Married,20000,0.0418,-1,0,0,1
13001,45,Female,High school,Married,90000,0.9307,2,2,1,1
13002,26,Female,Graduate school,Single,60000,0.0,-2,0,0,0
13003,26,Male,Graduate school,Single,80000,0.8404,0,0,0,0
13004,25,Male,University,Married,280000,0.0138,0,0,-1,0
13005,36,Female,Graduate school,Married,230000,0.0141,-2,0,0,0
13006,58,Female,High school,Single,100000,0.4339,0,0,0,0
13007,24,Female,Graduate school,Single,80000,0.0049,-1,0,0,0
13008,41,Female,University,Married,60000,1.0042,0,0,0,0
13009,35,Male,University,Married,70000,1.0069,0,0,0,0
13010,49,Female,University,Married,110000,1.0516,-2,0,0,0
13011,26,Male,University,Single,60000,0.0233,2,2,-3,0
13012,26,Male,University,Single,110000,0.3177,2,1,-2,0
13013,54,Male,High school,Married,120000,0.0053,3,2,0,0
13014,43,Female,University,Single,280000,0.0149,2,2,1,0
13015,23,Female,University,Single,50000,0.952,0,0,0,0
13016,22,Female,Graduate school,Single,20000,0.1327,-1,0,0,0
13017,30,Female,Graduate school,Single,240000,0.0021,-1,0,0,0
13018,22,Male,University,Single,50000,0.4523,0,0,0,0
13019,27,Female,University,Single,200000,0.3274,0,0,0,0
13020,28,Male,University,Single,320000,0.0364,0,0,1,0
13021,56,Male,University,Married,20000,0.887,3,6,1,1
13022,44,Male,University,Single,50000,0.9501,0,0,0,1
13023,41,Male,University,Married,180000,0.0048,-1,0,0,1
13024,28,Male,Graduate school,Married,80000,0.9804,0,0,2,0
13025,48,Female,University,Married,240000,0.0,-2,0,0,1
13026,28,Female,University,Single,260000,0.0019,-1,0,0,0
13027,40,Female,Graduate school,Married,80000,0.0,1,1,3,0
13028,40,Male,University,Married,80000,0.8015,0,0,0,1
13029,47,Male,University,Married,100000,0.6654,2,2,-2,0
13030,64,Male,University,Married,20000,0.0264,-1,0,0,1
13031,31,Female,University,Single,130000,0.7503,0,0,0,0
13032,28,Female,University,Married,120000,0.0,1,1,3,0
13033,35,Female,University,Married,90000,0.9409,0,0,0,0
13034,25,Female,University,Single,180000,0.018,-1,0,0,0
13035,32,Female,Graduate school,Single,80000,0.7568,0,0,0,0
13036,45,Male,University,Married,130000,0.003,-1,0,0,1
13037,26,Female,Graduate school,Single,230000,0.0762,0,0,0,0
13038,26,Female,Graduate school,Single,130000,0.0277,-1,0,0,1
13039,33,Male,University,Single,190000,0.9265,0,0,0,0
13040,31,Female,Graduate school,Single,210000,0.8691,0,0,0,0
13041,52,Female,High school,Married,20000,0.5636,3,2,-3,0
13042,23,Male,Graduate school,Single,20000,0.7598,0,0,0,0
13043,30,Female,University,Single,280000,0.2189,0,0,1,0
13044,47,Female,Graduate school,Married,500000,0.0259,2,1,-2,0
13045,39,Male,Graduate school,Married,230000,0.0057,-1,0,0,1
13046,31,Male,University,Married,130000,1.0126,2,2,2,1
13047,40,Male,Graduate school,Single,660000,0.2158,2,1,0,0
13048,50,Female,High school,Married,350000,0.1173,-1,0,0,0
13049,24,Male,High school,Single,40000,0.9787,2,1,2,1
13050,33,Female,High school,Married,50000,1.0284,2,2,1,1
13051,43,Male,University,Married,20000,0.9454,2,1,2,1
13052,35,Female,University,Married,80000,0.9622,0,0,2,0
13053,23,Female,University,Single,50000,0.982,0,0,0,0
13054,40,Male,University,Married,290000,0.9423,2,1,0,0
13055,27,Female,Graduate school,Single,80000,0.0144,2,1,-3,0
13056,29,Male,High school,Single,230000,1.0319,2,6,-1,0
13057,29,Female,University,Married,30000,0.8805,2,2,2,0
13058,29,Female,Graduate school,Single,200000,0.0135,0,0,1,0
13059,26,Female,University,Single,50000,0.5205,2,3,2,1
13060,57,Male,University,Married,50000,1.0237,4,3,4,0
13061,48,Female,Graduate school,Married,200000,0.04,-2,0,0,0
13062,23,Male,University,Single,20000,0.891,2,1,-2,0
13063,48,Female,High school,Single,50000,0.9033,0,0,0,0
13064,31,Male,Graduate school,Single,90000,0.8822,0,0,0,1
13065,23,Female,University,Single,30000,0.7506,2,1,0,0
13066,30,Female,University,Single,80000,0.9899,0,0,0,0
13067,31,Male,University,Single,20000,0.0,2,2,1,0
13068,30,Female,Graduate school,Single,50000,0.3986,2,3,-2,0
13069,33,Male,Graduate school,Single,100000,0.8465,0,0,0,0
13070,28,Female,Graduate school,Single,210000,0.0893,-2,0,0,0
13071,38,Female,Graduate school,Married,500000,0.0,1,1,2,0
13072,25,Male,University,Single,30000,0.2509,2,2,-2,1
13073,41,Female,University,Married,160000,0.1542,2,3,4,1
13074,28,Female,Graduate school,Single,180000,0.9351,-1,0,-1,0
13075,37,Female,Graduate school,Married,490000,0.0745,0,0,0,0
13076,29,Male,Graduate school,Single,50000,0.0232,0,0,-1,0
13077,27,Male,Graduate school,Single,130000,0.6745,0,0,0,0
13078,34,Female,University,Single,50000,0.0,1,1,1,1
13079,58,Female,Graduate school,Married,200000,0.0014,-1,0,1,0
13080,27,Female,Graduate school,Single,50000,0.8553,2,4,-1,1
13081,33,Female,Graduate school,Single,180000,0.1011,0,0,0,0
13082,39,Female,Graduate school,Single,500000,0.0039,0,0,-1,1
13083,46,Female,University,Married,210000,0.0147,0,0,0,1
13084,35,Male,Graduate school,Single,20000,0.5108,3,4,3,1
13085,29,Female,University,Others,190000,0.0,1,1,1,0
13086,29,Male,High school,Single,140000,1.0152,0,0,0,0
13087,51,Male,High school,Single,20000,1.0676,-2,0,0,1
13088,29,Female,Graduate school,Single,420000,0.1374,0,0,0,0
13089,29,Female,Graduate school,Single,180000,0.058,-1,0,0,0
13090,28,Male,University,Single,290000,0.8302,0,0,0,0
13091,40,Female,Graduate school,Single,190000,0.4126,0,0,0,0
13092,39,Male,Graduate school,Married,360000,0.0032,2,1,0,0
13093,53,Male,University,Married,20000,0.7897,2,1,2,1
13094,32,Female,University,Married,260000,0.7715,0,0,0,0
13095,55,Male,High school,Married,20000,0.971,2,2,1,0
13096,52,Male,High school,Married,50000,0.3888,0,0,0,0
13097,55,Male,Graduate school,Married,250000,0.0,1,1,3,0
13098,26,Female,University,Married,30000,0.0,-2,0,0,0
13099,30,Male,University,Single,460000,0.8612,0,0,0,0
13100,26,Male,University,Single,80000,1.0029,0,0,0,0
13101,35,Female,University,Married,60000,0.0934,3,6,-2,0
13102,26,Female,University,Single,80000,0.8475,0,0,0,0
13103,28,Female,University,Married,90000,0.1218,0,0,-1,1
13104,34,Female,University,Single,50000,0.5416,0,0,0,0
13105,50,Male,High school,Single,50000,1.0139,0,0,0,0
13106,41,Female,Graduate school,Married,360000,0.0,1,1,2,1
13107,49,Female,Graduate school,Married,360000,0.0,1,1,3,0
13108,29,Female,Graduate school,Single,230000,0.4651,0,0,0,0
13109,39,Female,University,Married,240000,0.0375,0,0,-1,0
13110,27,Female,University,Married,110000,0.7427,0,0,0,0
13111,28,Female,University,Married,210000,0.0067,-2,0,0,1
13112,28,Female,Graduate school,Single,300000,0.0152,0,0,0,0
13113,65,Male,High school,Married,200000,0.9183,0,0,0,0
13114,29,Male,University,Single,220000,1.0172,0,0,0,0
13115,45,Female,High school,Married,90000,0.0287,0,0,0,0
13116,44,Female,University,Married,210000,0.4274,0,0,0,0
13117,31,Male,Graduate school,Single,500000,0.1625,0,0,-1,0
13118,33,Female,Graduate school,Single,160000,0.0382,-1,0,1,0
13119,47,Female,Graduate school,Married,140000,1.0109,0,0,0,0
13120,42,Female,Graduate school,Married,120000,0.1944,0,0,0,0
13121,46,Male,University,Single,80000,0.5538,0,0,0,0
13122,38,Female,University,Married,240000,0.2347,0,0,2,0
13123,30,Female,Graduate school,Single,170000,0.2902,0,0,0,0
13124,38,Male,University,Single,30000,0.8942,0,0,0,0
13125,31,Female,Graduate school,Married,260000,0.0311,2,1,-3,0
13126,34,Male,Graduate school,Married,400000,0.0,-2,0,0,0
13127,31,Female,University,Married,500000,0.042,0,0,0,0
13128,32,Female,Graduate school,Single,100000,0.0,1,1,2,1
13129,39,Male,Graduate school,Married,240000,0.9843,0,0,0,0
13130,53,Male,High school,Married,10000,0.1772,0,0,-1,0
13131,36,Female,University,Married,80000,0.0343,-1,0,0,0
13132,28,Male,University,Single,60000,0.9288,0,0,0,0
13133,38,Female,Graduate school,Single,200000,0.0,-2,0,0,0
13134,41,Female,University,Single,260000,0.9715,0,0,0,1
13135,39,Female,University,Married,260000,0.9834,0,0,0,1
13136,30,Male,Graduate school,Single,260000,0.0019,0,0,0,0
13137,34,Male,Graduate school,Married,300000,0.0042,0,0,0,0
13138,27,Female,University,Single,310000,0.1446,0,0,0,0
13139,32,Female,Graduate school,Married,140000,0.9241,0,0,0,0
13140,50,Female,University,Married,200000,0.023,-1,0,1,1
13141,39,Male,University,Married,230000,0.0014,-1,0,0,0
13142,27,Male,University,Single,50000,1.8299,0,0,0,0
13143,29,Female,University,Married,180000,0.021,0,0,0,0
13144,26,Male,Graduate school,Single,100000,0.5085,0,0,0,0
13145,49,Female,University,Married,80000,0.0278,2,1,-1,1
13146,39,Female,Graduate school,Single,350000,0.011,-1,0,0,0
13147,32,Female,University,Single,140000,0.0214,-1,0,0,1
13148,29,Female,Graduate school,Single,360000,0.4127,0,0,0,0
13149,47,Male,Others,Single,10000,0.7968,0,0,1,0
13150,25,Female,Graduate school,Single,130000,0.2855,0,0,0,0
13151,41,Male,Graduate school,Married,320000,1.004,0,0,0,0
13152,34,Female,University,Married,180000,0.789,2,6,-1,1
13153,39,Female,Graduate school,Married,180000,0.2417,0,0,2,0
13154,39,Female,University,Married,150000,1.0448,2,2,2,1
13155,27,Male,University,Single,80000,0.0,1,1,1,0
13156,50,Male,Graduate school,Single,70000,0.8079,0,0,0,0
13157,66,Male,University,Married,150000,1.2719,0,0,0,0
13158,36,Female,High school,Married,480000,0.0402,0,0,0,0
13159,45,Female,High school,Single,50000,1.028,0,0,2,0
13160,28,Female,Graduate school,Single,100000,0.0,1,1,2,1
13161,26,Female,High school,Single,50000,0.5342,0,0,0,0
13162,28,Male,Graduate school,Single,280000,0.499,0,0,0,0
13163,48,Female,University,Married,20000,0.039,2,2,0,0
13164,50,Male,High school,Married,30000,0.1202,2,1,1,1
13165,38,Female,University,Married,70000,0.5753,0,0,0,0
13166,59,Male,High school,Single,30000,0.9457,0,0,0,0
13167,64,Female,Graduate school,Married,200000,0.0,1,1,2,0
13168,30,Male,Graduate school,Single,210000,0.0,2,2,2,0
13169,66,Female,Graduate school,Married,210000,0.6324,0,0,0,0
13170,39,Male,Graduate school,Married,470000,0.1691,0,0,-1,0
13171,38,Male,University,Single,50000,0.8924,0,0,0,0
13172,37,Female,University,Married,240000,0.0515,0,0,-1,0
13173,38,Male,High school,Married,60000,0.5372,2,3,2,1
13174,33,Female,University,Married,100000,0.9655,2,1,2,0
13175,25,Female,University,Single,200000,0.971,0,0,0,0
13176,58,Male,Graduate school,Married,130000,1.059,0,0,1,0
13177,24,Male,University,Single,50000,1.0126,0,0,0,0
13178,34,Female,Graduate school,Single,300000,0.0083,2,4,4,1
13179,32,Male,Graduate school,Single,210000,0.0137,2,2,0,0
13180,27,Male,Graduate school,Single,70000,1.0172,0,0,0,0
13181,49,Female,High school,Single,100000,0.8544,0,0,-1,0
13182,25,Female,University,Married,30000,0.6252,0,0,0,0
13183,30,Male,Graduate school,Single,200000,0.0076,0,0,0,0
13184,36,Male,University,Married,360000,0.0188,-1,0,0,0
13185,24,Male,University,Single,20000,0.9292,3,2,3,1
13186,32,Female,Graduate school,Single,150000,0.0,1,1,2,1
13187,28,Female,Graduate school,Single,750000,0.0127,1,1,2,0
13188,24,Male,University,Single,100000,0.9157,0,0,0,0
13189,36,Male,University,Married,300000,0.1833,2,6,-1,1
13190,55,Female,University,Single,90000,0.9211,0,0,0,0
13191,28,Male,University,Single,50000,0.4302,0,0,0,0
13192,48,Female,University,Married,120000,0.6532,0,0,0,0
13193,39,Female,University,Married,120000,0.3719,0,0,0,0
13194,42,Male,University,Married,30000,0.6194,2,1,0,1
13195,43,Male,University,Married,220000,0.3839,0,0,0,0
13196,31,Female,University,Single,180000,0.0,1,1,3,1
13197,52,Male,High school,Single,20000,0.7019,2,1,2,1
13198,26,Female,University,Single,140000,0.9664,2,1,-2,0
13199,46,Female,University,Married,400000,0.075,-1,0,0,0
13200,27,Female,Graduate school,Single,180000,0.062,-1,0,0,0
13201,36,Female,University,Married,340000,0.0,1,1,2,0
13202,46,Male,High school,Single,250000,0.9783,0,0,0,0
13203,50,Female,University,Married,50000,0.1785,0,0,0,0
13204,24,Female,Graduate school,Single,220000,0.2359,0,0,0,0
13205,35,Male,University,Single,400000,0.0276,0,0,0,0
13206,37,Female,Graduate school,Married,320000,0.0454,-2,0,0,0
13207,40,Female,University,Married,260000,0.0006,-1,0,0,0
13208,42,Male,Graduate school,Married,350000,0.0032,-1,0,0,0
13209,34,Male,University,Single,30000,0.9503,0,0,0,0
13210,24,Male,University,Single,10000,1.1035,2,1,0,1
13211,23,Female,University,Single,50000,0.1192,0,0,2,0
13212,23,Female,High school,Single,30000,0.876,2,2,0,0
13213,35,Male,Graduate school,Single,350000,0.0003,2,1,3,0
13214,37,Male,Graduate school,Married,410000,0.0141,-1,0,0,0
13215,35,Female,High school,Married,130000,0.5057,0,0,1,0
13216,28,Female,High school,Single,80000,0.8774,0,0,0,0
13217,51,Female,University,Married,380000,0.0,1,1,2,0
13218,42,Female,Graduate school,Married,320000,0.9964,2,3,1,0
13219,23,Male,Graduate school,Single,20000,0.1603,2,4,0,1
13220,32,Male,University,Single,50000,0.9707,0,0,0,0
13221,25,Male,University,Single,30000,0.6652,0,0,0,0
13222,24,Male,University,Single,50000,0.8395,2,6,-1,0
13223,41,Male,University,Single,50000,0.8142,0,0,0,0
13224,51,Male,University,Married,50000,0.9817,0,0,0,0
13225,27,Male,Graduate school,Single,200000,0.0238,0,0,0,0
13226,29,Male,University,Single,80000,0.6337,0,0,0,0
13227,53,Female,High school,Others,20000,0.4838,0,0,0,0
13228,28,Female,University,Single,180000,0.0121,-2,0,0,0
13229,33,Female,Graduate school,Single,230000,0.9941,0,0,0,0
13230,33,Female,University,Single,180000,0.0351,0,0,0,0
13231,23,Female,University,Single,90000,0.4678,0,0,0,1
13232,23,Male,University,Single,20000,0.12,7,6,-3,1
13233,32,Male,University,Single,100000,0.0,1,1,3,1
13234,44,Male,High school,Single,60000,0.9616,0,0,0,0
13235,35,Female,University,Single,130000,0.3304,2,1,-2,1
13236,55,Female,University,Married,50000,0.7597,2,1,0,1
13237,23,Female,Graduate school,Single,70000,0.1268,0,0,0,0
13238,53,Female,University,Single,360000,0.0155,-1,0,0,0
13239,22,Male,Graduate school,Single,20000,0.9719,2,3,1,1
13240,34,Male,High school,Single,20000,0.0195,2,2,1,1
13241,36,Female,High school,Single,440000,0.0179,0,0,0,0
13242,41,Male,Graduate school,Married,400000,0.0041,-1,0,0,0
13243,29,Female,Graduate school,Single,170000,0.5321,0,0,0,0
13244,32,Male,University,Married,200000,0.0493,2,1,-1,0
13245,41,Female,Graduate school,Married,220000,0.1365,0,0,1,0
13246,31,Female,University,Married,280000,0.7427,0,0,0,0
13247,29,Male,Graduate school,Single,360000,0.2502,0,0,0,0
